Date,Date,TimeDay,TestID,TestID2,TL_mm,mass_mg,Order_fish_flip,tank,temp_tolerance,Test,Tide,Tide2,Phys.cond,treatment,temp_treatment,Field_Lab,Temp_test_start,max.Env.Temp,min.Env.Temp,mean.Env.Temp,delta.T,Stat_Var
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,26,166,16,NA,39,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,16,111,17,NA,39,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,22,107,18,NA,39,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,17,65,19,NA,39,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,22,127,20,NA,39.2,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,22,107,21,NA,39.2,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,21,100,22,NA,39.2,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,18,55,23,NA,39.2,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,14:45:00,field5,FIELD-44388,21,90,24,NA,39.2,CTmax,Outgoing,Medium,NA,NA,FIELD,FIELD,32.2,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,16,43,1,NA,6.9,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,14,46,2,NA,6.7,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,15,28,3,NA,6.7,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,16,44,4,NA,6.5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,16,53,5,NA,6.3,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,17,58,6,NA,6.1,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,18,55,7,NA,6.1,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,19,74,8,NA,6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,16,49,9,NA,5.9,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,26,155,10,NA,5.8,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,19,74,11,NA,5.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,18,60,12,NA,5.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,17,50,13,NA,5.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,18,64,14,NA,5.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,18,59,15,NA,5.5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,20,84,16,NA,5.4,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,22,122,17,NA,5.3,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,19,73,18,NA,5.2,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,26,184,19,NA,5.1,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,25,179,20,NA,5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,17,53,21,NA,5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/11/21,11-Jul,16:00:00,field6,FIELD-44388,28,245,22,NA,4.9,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,30.3,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,27,203,1,NA,37.9,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,23,139,2,NA,38.4,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,24,135,3,NA,38.5,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,30,245,4,NA,38.5,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,18,61,5,NA,38.7,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,19,86,6,NA,38.7,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,20,110,7,NA,38.8,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,19,75,8,NA,38.8,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,21,99,9,NA,38.8,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,21,97,10,NA,38.8,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,27,208,11,NA,38.8,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,22,121,12,NA,38.8,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,17,51,13,NA,38.8,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,23,131,14,NA,38.8,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,26,168,15,NA,39.1,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,26,177,16,NA,39.1,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,21,89,17,NA,39.1,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,22,106,18,NA,39.1,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,21,81,19,NA,39.1,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,9:00:00,field7,FIELD-44391,21,83,20,NA,39.1,CTmax,Incoming,Low-low,NA,NA,FIELD,FIELD,19.5,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,15,17,1,NA,9.8,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,22,88,2,NA,6.4,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,19,45,3,NA,6.4,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,22,95,4,NA,6.2,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,25,123,5,NA,6.2,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,20,50,6,NA,6.1,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,18,60,7,NA,6.1,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,22,81,8,NA,6.1,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,16,28,9,NA,6.1,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,20,62,10,NA,6,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,20,66,11,NA,6,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,20,39,12,NA,6,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,18,129,13,NA,6,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,23,67,14,NA,5.9,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,19,83,15,NA,5.9,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,20,71,16,NA,5.9,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,20,128,17,NA,5.8,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,24,69,18,NA,5.8,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,24,122,19,NA,5.7,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,22,89,20,NA,5.6,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,26,157,21,NA,5.5,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,26,165,23,NA,5.5,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,22,104,24,NA,5.5,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
7/14/21,14-Jul,10:00:00,field8,FIELD-44391,27,169,25,NA,5.4,CTmin,Incoming,Low-low,NA,NA,FIELD,FIELD,22.2,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,26,87,1,NA,6.2,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,27,110,2,NA,5.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,29,137,3,NA,5.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,23,83,4,NA,4.9,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,40,353,5,NA,4.5,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,29,164,6,NA,4.5,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,41,365,7,NA,4.4,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,34,207,8,NA,4.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,38,295,9,NA,4.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,34,215,10,NA,4.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,32,179,11,NA,4.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,25,88,12,NA,4.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,40,360,13,NA,4.2,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,10:24:00,field9,FIELD-44460,35,243,14,NA,4.2,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,35,238,1,NA,37.2,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,35,237,2,NA,37.3,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,38,354,3,NA,37.3,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,33,185,4,NA,37.3,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,37,280,5,NA,37.3,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,32,165,6,NA,37.4,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,33,217,7,NA,37.4,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,33,184,8,NA,37.4,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,44,482,9,NA,37.5,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,36,230,10,NA,37.6,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,38,235,11,NA,37.8,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,36,233,12,NA,37.8,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,35,231,13,NA,37.8,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,38,313,14,NA,37.6,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,11:40:00,field10,FIELD-44460,22,88,15,NA,37.6,CTmax,Incoming,High ,NA,NA,FIELD,FIELD,20.3,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,NA,NA,1,NA,6.2,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,34,190,2,NA,4.8,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,29,113,3,NA,5.1,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,25,83,4,NA,3.6,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,31,193,5,NA,3.9,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,39,331,6,NA,3.9,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,32,153,7,NA,3.9,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,39,318,8,NA,5.5,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,37,305,9,NA,4.3,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,39,381,10,NA,4.3,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,35,239,11,NA,4.3,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,26,100,12,NA,4.3,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,38,334,13,NA,4.3,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,33,199,14,NA,4.2,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,34,197,15,NA,4,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,13:03:00,field11,FIELD-44460,37,277,16,NA,4,CTmin,Outgoing,Medium,NA,NA,FIELD,FIELD,22.6,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,35,290,1,NA,37.2,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,39,325,2,NA,37.9,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,38,306,3,NA,38,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,41,398,4,NA,38,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,27,102,5,NA,37.9,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,34,NA,6,NA,37.9,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,NA,NA,7,NA,38,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,NA,NA,8,NA,38,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,40,348,10,NA,38.3,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,34,244,11,NA,38.3,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,36,258,12,NA,38.3,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,34,215,13,NA,38.5,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/21/21,21-Sep,14:36:00,field12,FIELD-44460,26,100,14,NA,38.9,CTmax,Incoming,High,NA,NA,FIELD,FIELD,26.1,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,38,305,1,NA,7.7,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,37,261,2,NA,6.9,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,29,149,3,NA,6.8,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,23,69,4,NA,6.5,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,35,202,5,NA,6.6,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,30,156,6,NA,6.6,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,34,222,7,NA,6.6,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,29,133,8,NA,6.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,31,195,9,NA,6.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,34,257,10,NA,6.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,37,284,11,NA,6.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,29,134,12,NA,6.3,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,11:22:00,field13,FIELD-44461,34,196,13,NA,6.1,CTmin,Incoming,High,NA,NA,FIELD,FIELD,17.4,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,40,328,1,NA,38,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,36,247,2,NA,38,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,37,274,3,NA,38.2,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,40,395,4,NA,38.2,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,37,256,5,NA,38.2,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
9/22/21,22-Sep,12:36:00,field14,FIELD-44461,27,107,6,NA,38.4,CTmax,Incoming,High,NA,NA,FIELD,FIELD,21.6,NA,NA,NA,NA,variable
