id,Label,Value,Time,ServerTime
        				183290,Probe12,17.812,2019-11-06 00:00:11.687847,2019-11-06 03:00:11
        				183291,Probe2,17.25,2019-11-06 00:00:12.256266,2019-11-06 03:00:12
        				183292,Probe13,19.437,2019-11-06 00:00:21.434742,2019-11-06 03:00:21
        				183293,Probe9,18.5,2019-11-06 00:00:22.047121,2019-11-06 03:00:22
        				183294,Probe19,22.687,2019-11-06 00:00:31.278035,2019-11-06 03:00:31
        				183295,Probe3,11.875,2019-11-06 00:00:31.811765,2019-11-06 03:00:31
        				183296,Probe16,17.4122,2019-11-06 00:00:41.023381,2019-11-06 03:00:41
        				183297,Probe6,17.0,2019-11-06 00:00:41.575188,2019-11-06 03:00:41
        				183298,Probe18,26.875,2019-11-06 00:00:50.809682,2019-11-06 03:00:50
        				183299,Probe8,11.2122,2019-11-06 00:00:51.319111,2019-11-06 03:00:51
        				183300,Probe7,17.0998,2019-11-06 00:01:01.118792,2019-11-06 03:01:01
        				183301,Probe15,19.7996,2019-11-06 00:01:01.447495,2019-11-06 03:01:01
        				183302,Probe5,26.75,2019-11-06 00:01:10.836460,2019-11-06 03:01:10
        				183303,Probe14,11.187,2019-11-06 00:01:11.181963,2019-11-06 03:01:11
        				183304,Probe1,26.75,2019-11-06 00:01:20.606282,2019-11-06 03:01:20
        				183305,Probe20,17.125,2019-11-06 00:01:20.958825,2019-11-06 03:01:21
        				183306,Probe4,16.875,2019-11-06 00:01:30.371103,2019-11-06 03:01:30
        				183307,Probe11,22.0248,2019-11-06 00:01:30.702716,2019-11-06 03:01:30
        				183308,Probe10,19.625,2019-11-06 00:01:40.118730,2019-11-06 03:01:40
        				183309,Probe17,17.625,2019-11-06 00:01:41.343977,2019-11-06 03:01:41
        				183310,Probe12,17.7748,2019-11-06 00:05:11.934017,2019-11-06 03:05:11
        				183311,Probe2,17.25,2019-11-06 00:05:12.733292,2019-11-06 03:05:12
        				183312,Probe13,19.437,2019-11-06 00:05:21.662417,2019-11-06 03:05:21
        				183313,Probe9,18.5,2019-11-06 00:05:22.453613,2019-11-06 03:05:22
        				183314,Probe19,22.6746,2019-11-06 00:05:31.447930,2019-11-06 03:05:31
        				183315,Probe3,11.937,2019-11-06 00:05:32.197678,2019-11-06 03:05:32
        				183316,Probe6,17.0,2019-11-06 00:05:41.984445,2019-11-06 03:05:42
        				183317,Probe16,17.3624,2019-11-06 00:05:42.092017,2019-11-06 03:05:42
        				183318,Probe8,11.187,2019-11-06 00:05:51.719412,2019-11-06 03:05:51
        				183319,Probe18,26.812,2019-11-06 00:05:51.836587,2019-11-06 03:05:51
        				183320,Probe7,17.062,2019-11-06 00:06:01.557767,2019-11-06 03:06:01
        				183321,Probe15,19.75,2019-11-06 00:06:01.610884,2019-11-06 03:06:01
        				183322,Probe14,11.187,2019-11-06 00:06:11.344204,2019-11-06 03:06:11
        				183323,Probe5,26.687,2019-11-06 00:06:11.414654,2019-11-06 03:06:11
        				183324,Probe20,17.125,2019-11-06 00:06:21.118568,2019-11-06 03:06:21
        				183325,Probe1,26.687,2019-11-06 00:06:21.157114,2019-11-06 03:06:21
        				183326,Probe11,22.0,2019-11-06 00:06:30.864771,2019-11-06 03:06:30
        				183327,Probe4,16.875,2019-11-06 00:06:30.932236,2019-11-06 03:06:30
        				183328,Probe17,17.625,2019-11-06 00:06:40.642371,2019-11-06 03:06:40
        				183329,Probe10,19.625,2019-11-06 00:06:40.679152,2019-11-06 03:06:40
        				183330,Probe12,17.75,2019-11-06 00:10:12.314314,2019-11-06 03:10:12
        				183331,Probe2,17.25,2019-11-06 00:10:13.309573,2019-11-06 03:10:13
        				183332,Probe13,19.375,2019-11-06 00:10:22.064272,2019-11-06 03:10:22
        				183333,Probe9,18.4874,2019-11-06 00:10:23.078018,2019-11-06 03:10:23
        				183334,Probe19,22.6746,2019-11-06 00:10:31.843356,2019-11-06 03:10:31
        				183335,Probe3,11.875,2019-11-06 00:10:32.853340,2019-11-06 03:10:32
        				183336,Probe16,17.312,2019-11-06 00:10:41.586365,2019-11-06 03:10:41
        				183337,Probe6,17.0,2019-11-06 00:10:42.621912,2019-11-06 03:10:42
        				183338,Probe18,26.875,2019-11-06 00:10:51.369700,2019-11-06 03:10:51
        				183339,Probe8,11.187,2019-11-06 00:10:52.370717,2019-11-06 03:10:52
        				183340,Probe15,19.75,2019-11-06 00:11:01.135599,2019-11-06 03:11:01
        				183341,Probe7,17.062,2019-11-06 00:11:02.224531,2019-11-06 03:11:02
        				183342,Probe14,11.1746,2019-11-06 00:11:10.862789,2019-11-06 03:11:10
        				183343,Probe5,26.687,2019-11-06 00:11:11.965678,2019-11-06 03:11:12
        				183344,Probe20,17.125,2019-11-06 00:11:20.639423,2019-11-06 03:11:20
        				183345,Probe1,26.687,2019-11-06 00:11:21.718017,2019-11-06 03:11:21
        				183346,Probe11,22.0,2019-11-06 00:11:30.395518,2019-11-06 03:11:30
        				183347,Probe4,16.875,2019-11-06 00:11:31.504293,2019-11-06 03:11:31
        				183348,Probe17,17.687,2019-11-06 00:11:40.142778,2019-11-06 03:11:40
        				183349,Probe10,19.625,2019-11-06 00:11:42.999101,2019-11-06 03:11:43
        				183350,Probe12,17.7748,2019-11-06 00:15:11.692462,2019-11-06 03:15:11
        				183351,Probe2,17.25,2019-11-06 00:15:12.589833,2019-11-06 03:15:12
        				183352,Probe13,19.375,2019-11-06 00:15:21.435212,2019-11-06 03:15:21
        				183353,Probe9,18.5372,2019-11-06 00:15:22.371343,2019-11-06 03:15:22
        				183354,Probe19,22.687,2019-11-06 00:15:31.198131,2019-11-06 03:15:31
        				183355,Probe3,11.9246,2019-11-06 00:15:32.129906,2019-11-06 03:15:32
        				183356,Probe16,17.312,2019-11-06 00:15:40.967645,2019-11-06 03:15:41
        				183357,Probe6,17.0,2019-11-06 00:15:41.984038,2019-11-06 03:15:42
        				183358,Probe18,26.875,2019-11-06 00:15:50.705774,2019-11-06 03:15:50
        				183359,Probe8,11.187,2019-11-06 00:15:51.719896,2019-11-06 03:15:51
        				183360,Probe15,19.75,2019-11-06 00:16:00.493256,2019-11-06 03:16:00
        				183361,Probe7,17.062,2019-11-06 00:16:02.368403,2019-11-06 03:16:02
        				183362,Probe14,11.1622,2019-11-06 00:16:10.222342,2019-11-06 03:16:10
        				183363,Probe5,26.6996,2019-11-06 00:16:12.133824,2019-11-06 03:16:12
        				183364,Probe20,17.125,2019-11-06 00:16:19.983450,2019-11-06 03:16:20
        				183365,Probe1,26.75,2019-11-06 00:16:22.759171,2019-11-06 03:16:22
        				183366,Probe11,22.0372,2019-11-06 00:16:29.756314,2019-11-06 03:16:29
        				183367,Probe4,16.875,2019-11-06 00:16:32.535492,2019-11-06 03:16:32
        				183368,Probe17,17.687,2019-11-06 00:16:40.395380,2019-11-06 03:16:40
        				183369,Probe10,19.687,2019-11-06 00:16:43.187973,2019-11-06 03:16:43
        				183370,Probe12,17.75,2019-11-06 00:20:12.089561,2019-11-06 03:20:12
        				183371,Probe2,17.25,2019-11-06 00:20:13.685454,2019-11-06 03:20:13
