id,Label,Value,Time,ServerTime
        				142738,Probe12,16.6746,2019-10-30 00:00:12.096107,2019-10-30 03:00:12
        				142739,Probe2,17.375,2019-10-30 00:00:12.504321,2019-10-30 03:00:12
        				142740,Probe13,13.375,2019-10-30 00:00:21.845238,2019-10-30 03:00:21
        				142741,Probe9,19.062,2019-10-30 00:00:22.289624,2019-10-30 03:00:22
        				142742,Probe19,22.1996,2019-10-30 00:00:31.588200,2019-10-30 03:00:31
        				142743,Probe3,11.375,2019-10-30 00:00:32.050854,2019-10-30 03:00:32
        				142744,Probe16,17.312,2019-10-30 00:00:41.357666,2019-10-30 03:00:41
        				142745,Probe6,16.8998,2019-10-30 00:00:41.801349,2019-10-30 03:00:41
        				142746,Probe18,27.062,2019-10-30 00:00:54.292575,2019-10-30 03:00:54
        				142747,Probe8,12.187,2019-10-30 00:00:54.675931,2019-10-30 03:00:54
        				142748,Probe15,22.562,2019-10-30 00:01:05.012479,2019-10-30 03:01:05
        				142749,Probe7,12.6498,2019-10-30 00:01:05.478041,2019-10-30 03:01:05
        				142750,Probe14,12.5248,2019-10-30 00:01:14.719520,2019-10-30 03:01:14
        				142751,Probe5,27.062,2019-10-30 00:01:15.248017,2019-10-30 03:01:15
        				142752,Probe20,17.625,2019-10-30 00:01:24.474031,2019-10-30 03:01:24
        				142753,Probe1,26.937,2019-10-30 00:01:25.011291,2019-10-30 03:01:25
        				142754,Probe11,22.25,2019-10-30 00:01:34.248111,2019-10-30 03:01:34
        				142755,Probe4,16.3498,2019-10-30 00:01:37.872167,2019-10-30 03:01:37
        				142756,Probe17,13.875,2019-10-30 00:01:43.987601,2019-10-30 03:01:44
        				142757,Probe10,19.875,2019-10-30 00:01:48.676545,2019-10-30 03:01:48
        				142758,Probe12,16.687,2019-10-30 00:05:11.618530,2019-10-30 03:05:11
        				142759,Probe2,17.375,2019-10-30 00:05:13.206327,2019-10-30 03:05:13
        				142760,Probe9,19.062,2019-10-30 00:05:23.966525,2019-10-30 03:05:24
        				142761,Probe13,13.375,2019-10-30 00:05:24.463133,2019-10-30 03:05:24
        				142762,Probe19,22.25,2019-10-30 00:05:35.270096,2019-10-30 03:05:35
        				142763,Probe3,11.375,2019-10-30 00:05:36.845842,2019-10-30 03:05:36
        				142764,Probe6,16.937,2019-10-30 00:05:47.634981,2019-10-30 03:05:47
        				142765,Probe16,17.312,2019-10-30 00:05:48.260782,2019-10-30 03:05:48
        				142766,Probe8,12.187,2019-10-30 00:05:57.415331,2019-10-30 03:05:57
        				142767,Probe18,27.0746,2019-10-30 00:05:59.014197,2019-10-30 03:05:59
        				142768,Probe7,12.687,2019-10-30 00:06:07.167767,2019-10-30 03:06:07
        				142769,Probe15,22.562,2019-10-30 00:06:08.722470,2019-10-30 03:06:08
        				142770,Probe5,27.1124,2019-10-30 00:06:17.942780,2019-10-30 03:06:18
        				142771,Probe14,12.5,2019-10-30 00:06:18.469593,2019-10-30 03:06:18
        				142772,Probe20,17.625,2019-10-30 00:06:29.263893,2019-10-30 03:06:29
        				142773,Probe1,26.937,2019-10-30 00:06:30.837426,2019-10-30 03:06:30
        				142774,Probe11,22.25,2019-10-30 00:06:39.039731,2019-10-30 03:06:39
        				142775,Probe4,16.375,2019-10-30 00:06:42.510927,2019-10-30 03:06:42
        				142776,Probe17,13.875,2019-10-30 00:06:48.795867,2019-10-30 03:06:48
        				142777,Probe10,19.875,2019-10-30 00:06:52.289468,2019-10-30 03:06:52
        				142778,Probe12,16.6622,2019-10-30 00:10:12.328103,2019-10-30 03:10:12
        				142779,Probe2,17.3624,2019-10-30 00:10:12.736050,2019-10-30 03:10:12
        				142780,Probe13,13.375,2019-10-30 00:10:22.077907,2019-10-30 03:10:22
        				142781,Probe9,19.062,2019-10-30 00:10:22.528125,2019-10-30 03:10:22
        				142782,Probe19,22.2248,2019-10-30 00:10:31.902407,2019-10-30 03:10:31
        				142783,Probe3,11.375,2019-10-30 00:10:32.298298,2019-10-30 03:10:32
        				142784,Probe16,17.2872,2019-10-30 00:10:41.777899,2019-10-30 03:10:41
        				142785,Probe6,16.937,2019-10-30 00:10:42.038626,2019-10-30 03:10:42
        				142786,Probe18,27.0124,2019-10-30 00:10:51.504815,2019-10-30 03:10:51
        				142787,Probe8,12.187,2019-10-30 00:10:51.801753,2019-10-30 03:10:51
        				142788,Probe15,22.562,2019-10-30 00:11:01.287231,2019-10-30 03:11:01
        				142789,Probe7,12.6622,2019-10-30 00:11:01.579186,2019-10-30 03:11:01
        				142790,Probe14,12.5124,2019-10-30 00:11:11.030778,2019-10-30 03:11:11
        				142791,Probe5,27.062,2019-10-30 00:11:11.316577,2019-10-30 03:11:11
        				142792,Probe20,17.625,2019-10-30 00:11:20.809587,2019-10-30 03:11:20
