id,Label,Value,Time,ServerTime
        				252562,Probe12,17.0248,2019-11-20 00:00:12.315764,2019-11-20 03:00:12
        				252563,Probe2,17.187,2019-11-20 00:00:12.686007,2019-11-20 03:00:12
        				252564,Probe9,19.687,2019-11-20 00:00:22.418727,2019-11-20 03:00:22
        				252565,Probe13,15.937,2019-11-20 00:00:22.959842,2019-11-20 03:00:23
        				252566,Probe3,12.062,2019-11-20 00:00:32.189106,2019-11-20 03:00:32
        				252567,Probe19,22.1622,2019-11-20 00:00:32.714547,2019-11-20 03:00:32
        				252568,Probe6,17.312,2019-11-20 00:00:41.962349,2019-11-20 03:00:42
        				252569,Probe16,18.25,2019-11-20 00:00:42.488915,2019-11-20 03:00:42
        				252570,Probe8,11.25,2019-11-20 00:00:51.773738,2019-11-20 03:00:51
        				252571,Probe18,26.375,2019-11-20 00:00:52.223329,2019-11-20 03:00:52
        				252572,Probe7,17.25,2019-11-20 00:01:01.557894,2019-11-20 03:01:01
        				252573,Probe15,21.625,2019-11-20 00:01:02.016075,2019-11-20 03:01:02
        				252574,Probe5,17.875,2019-11-20 00:01:11.296762,2019-11-20 03:01:11
        				252575,Probe14,12.187,2019-11-20 00:01:11.763656,2019-11-20 03:01:11
        				252576,Probe1,26.875,2019-11-20 00:01:21.080124,2019-11-20 03:01:21
        				252577,Probe20,17.062,2019-11-20 00:01:21.513662,2019-11-20 03:01:21
        				252578,Probe4,16.25,2019-11-20 00:01:30.813506,2019-11-20 03:01:30
        				252579,Probe11,21.875,2019-11-20 00:01:31.277440,2019-11-20 03:01:31
        				252580,Probe10,12.875,2019-11-20 00:01:40.590089,2019-11-20 03:01:40
        				252581,Probe17,15.125,2019-11-20 00:01:41.105619,2019-11-20 03:01:41
        				252582,Probe12,17.062,2019-11-20 00:05:11.620092,2019-11-20 03:05:11
        				252583,Probe2,17.187,2019-11-20 00:05:13.097209,2019-11-20 03:05:13
        				252584,Probe13,15.8998,2019-11-20 00:05:21.371010,2019-11-20 03:05:21
        				252585,Probe9,19.75,2019-11-20 00:05:22.824811,2019-11-20 03:05:22
        				252586,Probe19,22.312,2019-11-20 00:05:31.103932,2019-11-20 03:05:31
